,ASIN,Product Description,Manufacturer,Product Rating (out of 5)
172,Item part number : HB1207GREY,"Perfect for your regular office or college as well as travel use. Organize, protect and carry your laptop & Tablet, and essentials. Dimension = L 32 x H 44 x W 17 cm, Capacity = 24 L, Weight = 590 GMS
EXTERNAL USB GATE: Quick Charging Access –Imagine a scenario you are traveling and boom! Your phone battery is at 5%. Don’t panic now you can charge on the go anytime, anywhere with quick access charging.
LAPTOP FRIENDLY: Dedicated Laptop Compartment with Integrated Pocket for power bank with cushioned cradle & strong strap Velcro lock which can safely accommodate up to a 15.6'' inch laptop.
DETAILED ORGANIZER: Comes with 2 front zippered pockets and 2 large compartments. The first compartment comes with an internal organizer that keeps in place your essentials like phone charger/power bank, passport, separate Id card/visiting card holder, stationery & other valuable knick-knacks.
SPACIOUS: This compartment can hold notebooks and journals for your college or clothes and additional supplies for a weekend trip also in the same compartment it has a dedicated zippered pocket to keep your files/papers safe.",Item Dimensions LxWxH : 17 x 44 x 32 Centimeters,4.1
173,null,null,null,
174,ASIN : B0B68Z3X7D,"Care Instructions: Hand Wash Only
Handcrafted with care and made up of premium quality robust material","Manufacturer : Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",4.1
175,Manufacturer : Ambrosia Bags,"2 Large Compartments, 2 Easy access vertical front Pocket with organizer section & 2 mesh side pocket<br>
Outer Fabric: Durable PU coated Polyester Fabric, inner abric: Strong PU coated polyester fabtic<br>
Well cushioned Laptop compartment for upto 15.6 inch Laptop and spacious enough to carry for two days cloths<br>
Weight: 800gm; Dimensions: 13.00x18.75x9.50 inches (WxHxD)<br>
Age Range Description: Adult; Strap Type: Adjustable; Water Resistance Level: Water Resistant; Pattern Name: Solid; Compartment Description: Up To 15 Inches; Warranty Description: 1 Year Warranty Against Manufacturing Defects.; Pocket Description: Utility Pocket; Style Name: Travel Backpacks; Lining Description: Polyurethane; Closure Type: Zipper<br>",Department : unisex-adult,4.3
176,null,null,null,
177,Manufacturer : Dailyobjects,"✅ MATERIAL: This sling bag for women made of durable vegan leather with an HD quality design print which does not fade away and which makes it look elegant, modern & classy to suit your lifestyle needs. Inner Polyester lining for easy accessibility and storage.
✅ STRONG ZIPPER BAG: Genuine YKK zipper for easy opening and closing of the bag and for absolute safety and security of the accessories. The zip is strong, durable and long-lasting which provides for an effective use of the bag.
✅ LARGE STORAGE SPACE: Plenty of room for keeping your necessities & accessories - cash, cards, keys, cosmetic, make-up tit bits, hairbrush, wallet, sunglasses, mobile phone charger etc all in one place which makes you feel stress-free while travelling.
✅ DETACHABLE STRAP: Detachable and adjustable vegan leather strap which provides comfort & convenience while walking or travelling. It is soft, smooth and strong to hold sufficient weight and helps to reduce the pressure on your shoulders. Footed Bottom.
✅ MADE IN INDIA: Handcrafted in India, from raw material to production, this leather bag for women or for girls is a 100% Made in India product.",Department : Women,4.0
178,Manufacturer : Rushi Enterprise,"Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br>
Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br>
Utility: Office, College, School, Camping, Weekend trip, Day trip<br>
Accessories shown in the picture are not part of the bag.<br>
Closure Type: Zipper; Strap Type: Adjustable; Age Range Description: Kid; Warranty Description: No Warranty; Style Name: Daypack Backpacks; Color Name: Blu-Wht; Water Resistance Level: Water Resistant<br>",Department : Unisex Kids,3.8
179,ASIN : B097JJFF6Z,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant! Capacity: 27 liters, Weight: 440 g, Dimensions: 43 x 30 x 21 cm Warranty: 12 months
3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Inside Sleeve/File Holder: To keep your school supplies and important files/documents/sheets seperate Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. Keep all your essentials such as wallet, ticket, cosmetics, etc. 1 side pocket: For holding water bottle, clipping pens or pencil or storing other items.
Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!
Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.
Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.","Manufacturer : Safari, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",4.5
180,ASIN : B0BLK1Z7DQ,"LARGE CAPACITY: Delta Laptop Backpack for Travel, Business and Work with Lots of Space & Pockets --- Separate laptop compartment that can accommodate laptops up to 15.6 inches, and large main space with store books, wallets, clothes and other daily necessities. Multifunctional pockets in the main compartment can hold pens, cards, keys, etc. to keep your belongings in order. The external front zipper and two side pockets are also good choices for water bottle or umbrella.
DAILY TRAVEL SUPPLIES: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm
ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.
MULTI-LEVEL ORGANIZER: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.
MADE IN INDIA: TABELITO DELTA Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Tabelito Delta casual backpack comes with 6 month of warranty","Manufacturer : Tabelito Trade India, Tabelito Trade India, Tabelito, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala)",4.6
181,null,null,null,
182,null,null,null,
183,ASIN : B08R7S55H4,"Style meets Function: Designed for 15.6” Lenovo laptops, the backpack walks the line between function and form. It utilizes durable materials, and robust features set to cater to its audience's every need. Ideal for professionals looking for a stylish and versatile backpack for a variety of occasions
Sturdy & Durable: Fleece-lined laptop compartment that fights dust and damage. Water-resistant, joint material design and tough coated base help withstand daily wear and tear
Travel friendly backpack with Uncompromising storage space for devices and essentials: The backpack comes with a ventilated and well-padded back panel for extra breathability. Adjustable shoulder straps offer the perfect fit. Spacious main compartment and Stretchy polyester side pockets offer quick access to your essentials
Styled in classic dark blue and dark grey, the colors accentuate the sturdy materials the bag is constructed of","Manufacturer : Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India",4.3
184,null,null,null,
185,ASIN : B09TRZ9CL2,"school bag<br><br>
backpack<br><br>
college bag<br><br>
Style Name: Casual; Water Resistance Level: Water Resistant; Strap Type: Cross-Body; Closure Type: Zipper; Age Range Description: Big Kid; Special Features: Laptop Compartment; Pattern Name: Solid<br>
<br>","Manufacturer : bluecraft in telangana hyderabad, bluecraft in telangana hyderabad",3.9
186,Manufacturer : Eume,"The Eume Kevin Bag comes with 2 large compartments, 1 easy-access pocket in the front, and 2 side pockets for a water bottle.
The bagpack contains a large compartment with netting for laptops and tablets up to 15.6 inches and chargers, a 2nd compartment for books, files, folders, and other daily essentials, etc. Also, it contains 4 small pockets for phone chargers, earphones, wallets, and credit cards; 2 pen holders; and a zipper compartment for a mobile, a passport, etc. It also has a net zipper pocket for a power bank or ladies' wallet purse. It has additional 3rd Small Compartment Ease Access pockets in front.
It's water-resistant, good quality, non-slip zipper pull cord rope ends locked, and light weight. It has padded, adjustable shoulder straps.
Dimensions of Backpack: 12 x 5.5 x 18.5 inches; Bag Weight: 675 grams; Capacity: 20 liters; Fabric: Polyester
The Eume Kevin Backpack comes with a 1-year warranty against manufacturing defects.",Department : unisex-adult,4.3
187,ASIN : B09V7R98XC,"Care Instructions: Wipe with Damp Cloth
CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Water resistant: Yes
MOST FEATURE RICH BACKPACK: Front bucket pocket: Slip pockets, Zippered pocket, Flat opening tech compartment: Pockets to store all your tech accessories, Padded laptop compartment with lock strap, Fits up to a 15.6"" laptop inTransit Backpack - 30L & 15"" laptop in Transit Backpack - 20L
INDUSTRY BEST FUNCTIONAL BACKPACK: 2 Hidden bottle/umbrella pocket, Luggage sleeve, Silicon grab handle, Padded shoulder straps, Easy length adjustment buckles
MAXED OUT STORAGE: Dimension: Transit Backpack - 30L (48 x 31 x 16 cm), Capacity: 30L
MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Care Instruction : Wipe with damp cloth","Manufacturer : Designed By Mokobara Lifestyle Private Limited, Bangalore., Designed By Mokobara",4.5
188,ASIN : B0B3J9J9CK,"Ushawu small satchel has a top zip closure to keep your essentials in place. The bag has a main spacious compartment with a divider zip pocket to provide you enough space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses etc.
Stylish & structured handbag with a compact shape and premium texture.
Features dual round handles, it comes with an adjustable and deatchable sling strap.
A perfect handbag from Lavie which will help you carry with style all your essentials for the day.
It comes in a couple of beautiful shades to fit your preferences and selection.","Manufacturer : Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093",4.1
189,Manufacturer : POLESTAR,"Outer and Inner Material: Polyester, Color: Red and Black <br>
Volume: 30 Liters; Product Dimensions (L x W x H): 46 cm x 32 cm x 20 cm; Handle Type: Loop Handle <br>
Closure Type: Zipper; Strap Type: Ergonomic Curved Padded Shoulder Straps <br>
12 months warranty for manufacturing Defects <br>
Style Name: Daypack Backpacks; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket; Age Range Description: Adult; Pattern Name: Solid <br>",Department : unisex-adult,4.0
190,null,null,null,
191,ASIN : B09ZV9SLBJ,"Care Instructions: Hand Wash Only
Ideal for a working professional travelling to work by bus, train, ola/uber/cab etc. Laptop compatibility & professional looking backpack","Manufacturer : VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",4.0
192,ASIN : B09ZV86P4S,"Care Instructions: Hand Wash Only
2 Main Compartments -Laptop Compatible -Side Fabric Pocket - Shouilder Strap Reinforcement","Manufacturer : VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",3.5
193,null,null,null,
194,ASIN : B01GGNW5AM,"Measures 32.5 x 17 x 11.5 inches/82.5 x 43.2 x 29.2 cm (LxWxH)
Large rectangular-shaped duffel bag with roomy interior (over 6,000+ cubic inches); ideal for travel or storage
Made of 100-percent nylon; lightweight, yet durable; 22.67 Kgs weight capacity; choice of color
Zippered interior pocket and exterior pocket for quick access to smaller items like keys or tickets
Durable zipper closure; top loop handles for easily lifting and carrying; collapsible for simple storing
1 year limited warranty","Importer : 8th, 1, Metro Tower, Ho Chi Minh Sarani, Kolkatta, West Bengal, 700071",4.3
195,ASIN : B0BJ982TQN,"Care Instructions: Wipe with Damp Cloth
Walkent Spruce Laptop Backpack keeps your gadgets, laptops and work essentials organized and secured with variours features and durable materials
Spruce Laptop Bag is made with high-quality faux leather and a water-resistant and scratch-resistant outer, this backpack is stylish and durable for daily use
With multiple compartments, including cushioned laptop compartments and anti-theft pockets, you can easily carry all of your daily necessities
Whether you're heading to the office, college, or on a trip, the Spruce backpack has you covered with its versatile design and trolley sleeve for travel
Upgrade your everyday carry with the Walkent Spruce Laptop Backpack and experience the perfect combination of style and functionality","Manufacturer : Walkent (OEM Shenzhen Xinli Bag Co., Ltd.), Walkentstore@gmail.com, Contact: +91 8001655655",4.5
196,ASIN : B0BN5DYQSK,"Care Instructions: Wipe with Dry Cloth
The Eume Alexis Bag comes with 2 large compartments, 2 easy-access pockets in front, and 2 side pockets (one side comes with zipper) for a water bottle.
The bagpack contains a large compartment with netting for laptops up to 15.6 inches and chargers, a 2nd compartment for books, files, folders, and other daily essentials, etc. Also, it contains 2 small pockets for phone chargers, earphones, or wallets; 2 pen holders; and a zipper compartment for a mobile, a passport, etc. It has additional Ease Access pockets in front.
Its water-resistant, good quality zipper, Light Weight, It has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.
Dimensions of Backpack: 12.5 x 7.5 x 18.5 inches; Bag Weight: 675 grams; Capacity: 31 liters; Fabric: Polyester
The Eume Alexis Backpack comes with a 1-year warranty against manufacturing defects.","Manufacturer : EUME Lifetsyle Pvt Ltd, EUME Lifetsyle Pvt Ltd, Customer Care Email : customercare@eumeworld.com, Customer Care Contact : 9321366003",4.1
197,ASIN : B0BJ982TQN,"Care Instructions: Wipe with Damp Cloth
Walkent Spruce Laptop Backpack keeps your gadgets, laptops and work essentials organized and secured with variours features and durable materials
Spruce Laptop Bag is made with high-quality faux leather and a water-resistant and scratch-resistant outer, this backpack is stylish and durable for daily use
With multiple compartments, including cushioned laptop compartments and anti-theft pockets, you can easily carry all of your daily necessities
Whether you're heading to the office, college, or on a trip, the Spruce backpack has you covered with its versatile design and trolley sleeve for travel
Upgrade your everyday carry with the Walkent Spruce Laptop Backpack and experience the perfect combination of style and functionality","Manufacturer : Walkent (OEM Shenzhen Xinli Bag Co., Ltd.), Walkentstore@gmail.com, Contact: +91 8001655655",4.5
198,Manufacturer : EUME,"The Eume Crystal Bag comes with 1 large compartment, 1 easy-access pocket in front, and 1 side pocket with a zipper for a water bottle.
Large compartment dedicated to tech-safe that can store laptops up to 14 inches and an extra compartment for notepad, another space with 2 small pockets for chargers, earphones, or wallets, and 1 pen holder.
It's water-resistant, good quality, non-slip zipper pull cord rope ends lock, and light weight. It has padded adjustable shoulder straps and a trolley support strap for maximum comfort and to make your travel journey happier.
Dimensions of Backpack: 12.5 x 9.5 x 18 inches; Bag Weight: 625 grams; Capacity: 22 liters; Fabric: Polyester
The Eume Crystal Backpack comes with a 1-year warranty against manufacturing defects.",Department : unisex-adult,4.3
199,Manufacturer : Eume,"The Eume Alexis Bag comes with 2 large compartments, 2 easy-access pockets in front, and 2 side pockets (one side comes with zipper) for a water bottle.
The bagpack contains a large compartment with netting for laptops up to 15.6 inches and chargers, a 2nd compartment for books, files, folders, and other daily essentials, etc. Also, it contains 2 small pockets for phone chargers, earphones, or wallets; 2 pen holders; and a zipper compartment for a mobile, a passport, etc. It has additional Ease Access pockets in front.
Its water-resistant, good quality zipper, Light Weight, It has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.
Dimensions of Backpack: 12.5 x 7.5 x 18.5 inches; Bag Weight: 675 grams; Capacity: 31 liters; Fabric: Polyester
The Eume Alexis Backpack comes with a 1-year warranty against manufacturing defects.",Department : unisex-adult,4.1
200,ASIN : B09ZV86P4S,"Care Instructions: Hand Wash Only
2 Main Compartments -Laptop Compatible -Side Fabric Pocket - Shouilder Strap Reinforcement","Manufacturer : VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",3.5
201,null,null,null,
202,ASIN : B01GGNW5AM,"Measures 32.5 x 17 x 11.5 inches/82.5 x 43.2 x 29.2 cm (LxWxH)
Large rectangular-shaped duffel bag with roomy interior (over 6,000+ cubic inches); ideal for travel or storage
Made of 100-percent nylon; lightweight, yet durable; 22.67 Kgs weight capacity; choice of color
Zippered interior pocket and exterior pocket for quick access to smaller items like keys or tickets
Durable zipper closure; top loop handles for easily lifting and carrying; collapsible for simple storing
1 year limited warranty","Importer : 8th, 1, Metro Tower, Ho Chi Minh Sarani, Kolkatta, West Bengal, 700071",4.3
203,ASIN : B0BVRJYD9Q,"Material: Water Resistant Strong Polyester
Compartments: 2 with padding
Laptop Size: 15.6 inch and below
Dimensions: LxWxH - 11 x 6 x 18 inches
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover","Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",3.7
204,ASIN : B0BR149RMT,"SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort
COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women
PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm
BACK SUPPORT: We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily.
OTHER FEATURES: Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.",Manufacturer : Amazing Bags,3.6
205,ASIN : B07XYTZP4Z,"Care Instructions: Hand Wash Only
Material: This bag is made from high quality Nylon with polyester lining which is waterproof.; (Lx W x H) 38 cm x 26.7 cm x 51 cm. Unisex backpack for men and women<br> <br>
Compartments: 4 compartments including 1 main compartment for 15.6 inch laptop, 2 zippers at side, 1 anti-theft zipper at back keeping your wallet, cards and phone safe, 2 additional water pouches, Multiple interior slot pocket for your other belonging such as notebook, tablet, phones, water bottle. USB charging slot with ear phone hole<br> <br>
Capacity: 35-45 litres capacity used for daily office goers. Also used as travelling, hiking, trekking backpack<br> <br>
Accurate air bubbles reduces excess weight and stress by 55 % on your shoulders and Back tough air mesh cushion supports your spinal during long go<br> <br>
Compartment Description: Up To 15 Inches; Pattern Name: Solid; Pocket Description: Utility Pocket; Age Range Description: Adult <br>",Item Weight : 1 kg 220 g,4.3
206,Item model number : TT-Z12-WETBAG,"About this item
Care Instructions: Machine Wash
Convenient – Our wet bags are great for carrying diapers, dirty gym clothes and wet swimsuits; not just for wet stuff - these bags make excellent organizers for toys, accessories, toiletries, electronics, travel and more
Reuse And Reduce Waste – The better alternative to single-use plastic bags, our bags are made of Chic Buddys' original waterproof fabric that’s both soft and strong (although fabric is waterproof, bags are not completely leakproof due to zippered closure)
Waterproof – Chic Buddys’ original fabric is 100% polyester with embedded TPU for waterproofing and our heat-sealed seams keep the mess where it belongs - inside the bag
Lots Of Uses – Not just for wet stuff - these bags make excellent organizers for toys, accessories, toiletries, electronics, travel and more! With a snap handle, snap your bag wherever you need it - stroller, changing table or suitcase
Easy-To-Clean – Wipe small messes; hand-wash or machine wash; to extend the life of fabric, we do recommend hang drying our quick-dry fabric; always ensure fabric is completely dry before storing",Item Dimensions LxWxH : 39 x 30 x 1 Centimeters,4.4
207,ASIN : B082Y7TZ8Z,"Fits up to 15.6-inch laptops, making it a great choice for students or professionals on the go.
55L capacity offers ample space for all your outdoor and travel essentials, while still being compact enough for everyday use.
Versatile 3-in-1 design lets you use it as an office bag, travel bag, or hiking backpack, making it a great all-purpose bag.
Features a water bottle holder, so you can stay hydrated on the go and keep your water bottle easily accessible.
Durable construction and water-resistant material make this backpack suitable for use in all weather conditions.",Item Weight : 1 kg 450 g,4.4
208,null,null,null,
209,null,null,null,
210,Manufacturer : Auxter,"Material / Dimension : Outer Material - Premium leatherette Fabric, Inner Material – Soft Polyester, Size: 43 cm x 23 cm x 23 cm. (L x B x H), Color : Black
Capacity: 23 Liters, 1 Large Double Zip Closure Compartment, 1 external Mesh Organizer Pocket for the earphones, ID card, Sanitizer, House keys, Fitness Band. 1 Main Compartment for all your Gym Clothes, Gym belt, towel, Gym gloves, shaker, shoe Pair etc.
Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle.
Manufacturing & Warranty: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests This Product is come With 1 year of Warranty.
Suitable: Auxter Black Gym Bag/ Duffel bag is suitable for gym, Day trip bag, casual round bag, travel bag is suitable for men women boys and Girls. This Bag is trending For Gift Purpose",Department : Unisex,4.3
211,ASIN : B0BXQZ6Q85,"Material: High Quality Polyester
1 large compartment and 1 easy-access pocket
Laptop Size: 15.6 inch and below
Dimensions: LxWxH - 12 x 4.5 x 17 inches
USB / Reflector Logo / Adjustable Padded Shoulder Straps / Bottle holder / Padded Top Handle","Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",3.9
212,Item model number : CAPTAIN001,"Superior & Durability Made of durable and water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different
Multiple Compartments The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease
USB Charging Port External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices
The backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band
Age Range Description: Adult; Style Name:cooper",Item Dimensions LxWxH : 32 x 21 x 6 Centimeters,3.8
213,Manufacturer : Uber Fashion Merchandise Pvt. Ltd.,"Water Proof and Lightweight.
Dimension HxLxW- 20x12.5x8 Inch
A very big backpack with 3 huge compartments
Suitable for all laptops up to 17 Inch""
Reflective printing makes it the first choice for night and rainy conditions.",Department : unisex-adult,4.4
214,ASIN : B08R563J3T,"The Eume 31L Virgo Bag has enough space with 3 large compartments, 2 easy-access pockets in Front, and 2 side pockets for a water bottle.
Large Compatment dedicated tech-safe that can store laptops up to 15.6 inch, Second Large Compartment for Books, Cloth & Sunglasses & Essentials etc. and Third compartment 2 Small pocket for Chargers and Earphones or Wallets , 2 Pen Holders & zipper compartment for Mobile Phone, Passport etc.
It's water-resistant, good quality zipper, Light Weight and it has padded adjustable shoulder straps and a trolley support strap for maximum comfort to make your travel journey happier.
Dimensions of Backpack: 12 x 8 x 17.75 inches; Bag Weight: 685 grams; Capacity: 29 liters; Fabric: Polyester
The Eume Virgo Backpack comes with a 1-year warranty against manufacturing defects.","Manufacturer : Avon Lifestyle Pvt Ltd, Avon Lifestyle Pvt Ltd",4.2
215,Item model number : TT-Z12-WETBAG,"About this item
Convenient – Our wet bags are great for carrying diapers, dirty gym clothes and wet swimsuits; not just for wet stuff - these bags make excellent organizers for toys, accessories, toiletries, electronics, travel and more
Reuse And Reduce Waste – The better alternative to single-use plastic bags, our bags are made of Chic Buddys' original waterproof fabric that’s both soft and strong (although fabric is waterproof, bags are not completely leakproof due to zippered closure)
Waterproof – Chic Buddys’ original fabric is 100% polyester with embedded TPU for waterproofing and our heat-sealed seams keep the mess where it belongs - inside the bag
Lots Of Uses – Not just for wet stuff - these bags make excellent organizers for toys, accessories, toiletries, electronics, travel and more! With a snap handle, snap your bag wherever you need it - stroller, changing table or suitcase
Easy-To-Clean – Wipe small messes; hand-wash or machine wash; to extend the life of fabric, we do recommend hang drying our quick-dry fabric; always ensure fabric is completely dry before storing",Item Dimensions LxWxH : 20 x 16 x 1 Centimeters,4.4
216,Manufacturer : Cosmus,"26L capacity : Weight: 950 gm Dimension: 17.5x12.5x7.5 inches<br><br>
Warranty Description: 1 Year Warranty Against Manufacturing Defects.; Compartment Description: Up To 15 Inches; Water Resistance Level: Water Resistant; Closure Type: Zipper; Lining Description: Polyurethane; Pattern Name: Solid; Style Name: Travel Backpacks; Age Range Description: Adult; Special Features: Laptop Compartment<br>
<br>
<br>
<br>",Department : unisex-adult,4.2
217,ASIN : B08NHL52MK,"MADE IN INDIA - This “MAKE IN INDIA” Laptop bag for men features 2 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets, 4 lash points for yoga mat/help and 1 chest belt pocket to keep valuables; Age Range Description: Adult; Color Name: Mblue; Compartment Description: Greater Than 17 Inches; Pattern Name: Solid; Style Name: Casual Backpack; Pocket Description: Zipper Pocket.
PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop sleeve with holder to secure upto 17.3"" Laptops. Compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser of this backpack for men is neatly organise and store your keys, cables, stationary and other valuables from theft. This laptop bag cum backpack can be used for office, college, school or even for hiking or trekking.
INBUILT RAIN COVER – The Laptop bag for men has inbuilt raincover pocket at the bottom with Rain cover provided to help you protect your stuff from rain and dust. The Raincover is made of premium imported polyester fabric that can withstand heavy rains.
BEST BACK SUPPORT - We have designed the laptop bag keeping your comfort in mind. In this backpack for men there are 2 load lifters on the backside to adjust your shoulder position based on weight. 2 Side load compression straps help to adjust the size of bag. Shoulder has 12MM high density padding, with adjustable sternum straps for chest support and adjustable padded hip belt for weight balancing on chest and hips.
WATER RESISTANT WITH 1 YEAR WARRANTY – This Laptop bag for men is stylish and durable unisex travel laptop backpack that is your perfect travel partner also suitable for Hiking or trekking. Size: 21 inch X 14 inch X 10.5 inch. Capacity : 50 litres. This Bag/Backpack is made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.","Manufacturer : Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998",4.0
218,ASIN : B0BWNBQXDZ,"Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material
Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side
Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket
GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty","Manufacturer : Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",4.3
